Year,Season,seasonID,Area,Biomes,Count,areaID,Trend,Rainfall
2000,winter,2,Darling Riverine Plains,"Temperate grasslands, savannas, and shrublands",,21,2.0005,21.6
2001,winter,2,Darling Riverine Plains,"Temperate grasslands, savannas, and shrublands",,21,2.0015,39.1
2002,winter,2,Darling Riverine Plains,"Temperate grasslands, savannas, and shrublands",,21,2.0025,56.6
2003,winter,2,Darling Riverine Plains,"Temperate grasslands, savannas, and shrublands",,21,2.0035,49.6
2004,winter,2,Darling Riverine Plains,"Temperate grasslands, savannas, and shrublands",2,21,2.0045,42.6
2005,winter,2,Darling Riverine Plains,"Temperate grasslands, savannas, and shrublands",20,21,2.0055,54.4
2006,winter,2,Darling Riverine Plains,"Temperate grasslands, savannas, and shrublands",4,21,2.0065,66.2
2007,winter,2,Darling Riverine Plains,"Temperate grasslands, savannas, and shrublands",25,21,2.0075,77.7
2008,winter,2,Darling Riverine Plains,"Temperate grasslands, savannas, and shrublands",2,21,2.0085,89.2
2009,winter,2,Darling Riverine Plains,"Temperate grasslands, savannas, and shrublands",6,21,2.0095,100.7
2010,winter,2,Darling Riverine Plains,"Temperate grasslands, savannas, and shrublands",6,21,2.0105,112.2
2011,winter,2,Darling Riverine Plains,"Temperate grasslands, savannas, and shrublands",16,21,2.0115,99.6
2012,winter,2,Darling Riverine Plains,"Temperate grasslands, savannas, and shrublands",48,21,2.0125,87
2013,winter,2,Darling Riverine Plains,"Temperate grasslands, savannas, and shrublands",24,21,2.0135,73.9
2014,winter,2,Darling Riverine Plains,"Temperate grasslands, savannas, and shrublands",18,21,2.0145,60.8
2015,winter,2,Darling Riverine Plains,"Temperate grasslands, savannas, and shrublands",26,21,2.0155,117.3
2016,winter,2,Darling Riverine Plains,"Temperate grasslands, savannas, and shrublands",42,21,2.0165,173.8
2017,winter,2,Darling Riverine Plains,"Temperate grasslands, savannas, and shrublands",66,21,2.0175,120.95
2018,winter,2,Darling Riverine Plains,"Temperate grasslands, savannas, and shrublands",69,21,2.0185,68.1
2000,autumn,1,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",10,22,2.00025,679.8
2001,autumn,1,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",,22,2.00125,513.6
2002,autumn,1,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",125,22,2.00225,347.4
2003,autumn,1,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",,22,2.00325,437.8
2004,autumn,1,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",,22,2.00425,528.2
2005,autumn,1,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",,22,2.00525,700.9
2006,autumn,1,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",5,22,2.00625,873.6
2007,autumn,1,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",16,22,2.00725,574.25
2008,autumn,1,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",14,22,2.00825,274.9
2009,autumn,1,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",6,22,2.00925,338.05
2010,autumn,1,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",29,22,2.01025,401.2
2011,autumn,1,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",27,22,2.01125,547.6
2012,autumn,1,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",170,22,2.01225,694
2013,autumn,1,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",85,22,2.01325,486.1
2014,autumn,1,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",175,22,2.01425,278.2
2015,autumn,1,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",169,22,2.01525,251.4
2016,autumn,1,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",391,22,2.01625,224.6
2017,autumn,1,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",848,22,2.01725,273.8
2018,autumn,1,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",1869,22,2.01825,323
2000,spring,3,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",21,22,2.00075,146.6
2001,spring,3,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",55,22,2.00175,181.8
2002,spring,3,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",2,22,2.00275,217
2003,spring,3,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",27,22,2.00375,183.8
2004,spring,3,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",111,22,2.00475,150.6
2005,spring,3,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",43,22,2.00575,101.2
2006,spring,3,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",43,22,2.00675,51.8
2007,spring,3,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",13,22,2.00775,114.3
2008,spring,3,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",88,22,2.00875,176.8
2009,spring,3,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",25,22,2.00975,291.6
2010,spring,3,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",248,22,2.01075,406.4
2011,spring,3,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",115,22,2.01175,261.85
2012,spring,3,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",484,22,2.01275,117.3
2013,spring,3,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",387,22,2.01375,148.95
2014,spring,3,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",713,22,2.01475,180.6
2015,spring,3,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",653,22,2.01575,292
2016,spring,3,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",1090,22,2.01675,403.4
2017,spring,3,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",1843,22,2.01775,335.1
2018,spring,3,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",3269,22,2.01875,266.8
2000,summer,0,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",1,22,2,1358.6
2001,summer,0,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",8,22,2.001,1047.8
2002,summer,0,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",,22,2.002,737
2003,summer,0,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",,22,2.003,962.7
2004,summer,0,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",,22,2.004,1188.4
2005,summer,0,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",46,22,2.005,988.5
2006,summer,0,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",,22,2.006,788.6
2007,summer,0,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",22,22,2.007,1110.8
2008,summer,0,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",,22,2.008,1433
2009,summer,0,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",15,22,2.009,1474.6
2010,summer,0,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",32,22,2.01,1516.2
2011,summer,0,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",27,22,2.011,1226.4
2012,summer,0,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",17,22,2.012,936.6
2013,summer,0,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",11,22,2.013,1062.5
2014,summer,0,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",247,22,2.014,1188.4
2015,summer,0,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",247,22,2.015,1009
2016,summer,0,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",277,22,2.016,829.6
2017,summer,0,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",587,22,2.017,1135.2
2018,summer,0,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",1486,22,2.018,1440.8
2000,winter,2,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",4,22,2.0005,0.2
2001,winter,2,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",32,22,2.0015,0.2
2002,winter,2,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",9,22,2.0025,0.2
2003,winter,2,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",3,22,2.0035,25.8
2004,winter,2,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",2,22,2.0045,51.4
2005,winter,2,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",72,22,2.0055,25.7
2006,winter,2,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",2,22,2.0065,186
2007,winter,2,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",34,22,2.0075,186
2008,winter,2,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",8,22,2.0085,186
2009,winter,2,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",34,22,2.0095,0.1
2010,winter,2,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",122,22,2.0105,0.2
2011,winter,2,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",140,22,2.0115,0.1
2012,winter,2,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",77,22,2.0125,186
2013,winter,2,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",400,22,2.0135,186
2014,winter,2,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",431,22,2.0145,186
2015,winter,2,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",780,22,2.0155,186
2016,winter,2,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",389,22,2.0165,186
2017,winter,2,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",1336,22,2.0175,186
2018,winter,2,Darwin Coastal,"Tropical and subtropical grasslands, savannas, and shrublands",2740,22,2.0185,95
2000,autumn,1,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.00025,190
2001,autumn,1,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.00125,98.8
2002,autumn,1,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.00225,7.6
2003,autumn,1,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.00325,60.9
2004,autumn,1,Davenport Murchison Ranges,Deserts and xeric shrublands,1,23,2.00425,114.2
2005,autumn,1,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.00525,97
2006,autumn,1,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.00625,79.8
2007,autumn,1,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.00725,41.9
2008,autumn,1,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.00825,4
2009,autumn,1,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.00925,58.7
2010,autumn,1,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.01025,113.4
2011,autumn,1,Davenport Murchison Ranges,Deserts and xeric shrublands,9,23,2.01125,143
2012,autumn,1,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.01225,172.6
2013,autumn,1,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.01325,87.9
2014,autumn,1,Davenport Murchison Ranges,Deserts and xeric shrublands,2,23,2.01425,3.2
2015,autumn,1,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.01525,23.5
2016,autumn,1,Davenport Murchison Ranges,Deserts and xeric shrublands,14,23,2.01625,43.8
2017,autumn,1,Davenport Murchison Ranges,Deserts and xeric shrublands,42,23,2.01725,61.7
2018,autumn,1,Davenport Murchison Ranges,Deserts and xeric shrublands,49,23,2.01825,79.6
2000,spring,3,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.00075,191.6
2001,spring,3,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.00175,109.7
2002,spring,3,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.00275,27.8
2003,spring,3,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.00375,46.9
2004,spring,3,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.00475,66
2005,spring,3,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.00575,41
2006,spring,3,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.00675,16
2007,spring,3,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.00775,67.9
2008,spring,3,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.00875,119.8
2009,spring,3,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.00975,118.7
2010,spring,3,Davenport Murchison Ranges,Deserts and xeric shrublands,10,23,2.01075,117.6
2011,spring,3,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.01175,106.4
2012,spring,3,Davenport Murchison Ranges,Deserts and xeric shrublands,3,23,2.01275,95.2
2013,spring,3,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.01375,57.4
2014,spring,3,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.01475,19.6
2015,spring,3,Davenport Murchison Ranges,Deserts and xeric shrublands,11,23,2.01575,63.6
2016,spring,3,Davenport Murchison Ranges,Deserts and xeric shrublands,21,23,2.01675,107.6
2017,spring,3,Davenport Murchison Ranges,Deserts and xeric shrublands,13,23,2.01775,83.4
2018,spring,3,Davenport Murchison Ranges,Deserts and xeric shrublands,12,23,2.01875,59.2
2000,summer,0,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2,450.8
2001,summer,0,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.001,475.5
2002,summer,0,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.002,500.2
2003,summer,0,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.003,432.9
2004,summer,0,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.004,365.6
2005,summer,0,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.005,429.8
2006,summer,0,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.006,494
2007,summer,0,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.007,293.3
2008,summer,0,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.008,92.6
2009,summer,0,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.009,301.3
2010,summer,0,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.01,510
2011,summer,0,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.011,363.1
2012,summer,0,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.012,216.2
2013,summer,0,Davenport Murchison Ranges,Deserts and xeric shrublands,10,23,2.013,314.4
2014,summer,0,Davenport Murchison Ranges,Deserts and xeric shrublands,17,23,2.014,412.6
2015,summer,0,Davenport Murchison Ranges,Deserts and xeric shrublands,5,23,2.015,394.35
2016,summer,0,Davenport Murchison Ranges,Deserts and xeric shrublands,9,23,2.016,376.1
2017,summer,0,Davenport Murchison Ranges,Deserts and xeric shrublands,72,23,2.017,277.25
2018,summer,0,Davenport Murchison Ranges,Deserts and xeric shrublands,51,23,2.018,178.4
2000,winter,2,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.0005,2.8
2001,winter,2,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.0015,1.4
2002,winter,2,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.0025,186
2003,winter,2,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.0035,0.1
2004,winter,2,Davenport Murchison Ranges,Deserts and xeric shrublands,3,23,2.0045,0.2
2005,winter,2,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.0055,5
2006,winter,2,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.0065,9.8
2007,winter,2,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.0075,10.3
2008,winter,2,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.0085,10.8
2009,winter,2,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.0095,24.3
2010,winter,2,Davenport Murchison Ranges,Deserts and xeric shrublands,,23,2.0105,37.8
2011,winter,2,Davenport Murchison Ranges,Deserts and xeric shrublands,2,23,2.0115,18.9
